0.059780985,0.064241268,0.032026913,12.86346184,274.4029055,male
0.06600874,0.067310029,0.040228735,22.42328536,634.6138545,male
0.077315503,0.083829421,0.036718459,30.75715458,1024.927705,male
0.151228092,0.072110587,0.158011187,1.232831276,4.17729621,male
0.135120387,0.0791461,0.124656229,1.101173666,4.333713155,male
0.132786407,0.079556866,0.119089848,1.932562432,8.308895037,male
0.15076233,0.074463205,0.160106383,1.530643231,5.987497658,male
0.160514332,0.076766885,0.144336775,1.397156365,4.766610695,male
0.142239417,0.078018462,0.138587444,1.099746151,4.070283706,male
0.134328777,0.080350028,0.121451347,1.190368444,4.787309833,male
0.157020511,0.071942931,0.168160153,0.979442275,3.974222626,male
0.138550521,0.077053993,0.127526596,1.626769867,6.291365079,male
0.137342742,0.080876707,0.124262508,1.378728204,5.008951625,male
0.181225459,0.060042055,0.190953206,1.369430458,5.475599788,male
0.183115281,0.06698235,0.191232529,3.568104024,35.38474845,male
0.174272105,0.069411045,0.190874107,4.48503835,61.76490831,male
0.190846298,0.065790282,0.207950987,1.562303683,7.834349886,male
0.171246971,0.07487157,0.152806653,3.207169827,25.76556494,male
0.168345946,0.074120817,0.145618472,2.704334729,18.4847026,male
0.173631376,0.073351512,0.153568557,2.804974885,20.85754316,male
0.172754287,0.076902583,0.177736289,2.967765093,20.0781147,male
0.181015394,0.074369304,0.169298813,2.587324534,12.28143192,male
0.163535853,0.072448898,0.145542522,3.58764999,28.65378051,male
0.170212798,0.075104946,0.146052999,2.816792918,13.7645822,male
0.160422477,0.076614764,0.144823806,6.253208252,85.49192569,male
0.164699838,0.075361772,0.14701847,4.208608405,43.68188543,male
0.169578801,0.075634514,0.186467577,4.269922678,45.89524782,male
0.169021004,0.071778152,0.143168483,3.079273395,14.34029884,male
0.167340239,0.07284123,0.14173913,2.192126246,8.152409785,male
0.180527821,0.070866998,0.142385321,2.799968944,12.19036052,male
0.153039048,0.07403113,0.158064516,0.885701648,3.523981856,male
0.166659499,0.075961168,0.142781457,3.281847964,16.61948169,male
0.175659429,0.071651533,0.144191617,3.736487284,21.66666873,male
0.174825733,0.071532831,0.146470588,2.576732042,10.11012486,male
